id,name,weight,type,contract_id
0e381014-41cf-473e-adce-ba2763063d38,,100,AC_LOWEST_PRICE,827fd5d9-b88c-4871-8714-692a04f32cf7
0a6d231d-6038-447e-b8cb-7e134f6173db,,100,AC_LOWEST_PRICE,875c9c26-1a3f-49bc-ae89-55b317a21b64
28343e86-be38-418e-b367-14c83aa3cb5a,,100,AC_LOWEST_PRICE,14d79674-7702-4309-8a68-d2a8a508ff16
f7833860-2c7a-4357-a6d8-60a9659d61ee,,100,AC_LOWEST_PRICE,5adec230-a5ee-4aa6-8328-88bd820165d8
00a01e7f-fd9c-4d57-ac5a-24b40fd7f9d6,,100,AC_LOWEST_PRICE,18dd1c93-3c8b-4b66-a63e-82a45c9bb748
252f27cf-0e5d-413b-94d4-bb2aba3694fb,,100,AC_LOWEST_PRICE,aa5b79c4-12d6-4e5e-b7bd-b42650c886a8
1bcc82a0-a8fa-4b3e-93b6-6ec0d3440765,,100,AC_LOWEST_PRICE,93c9385f-67cc-46ec-a3bd-385c831a4139
bf3ffa99-299e-4f0d-99fa-7383d70ac8de,,100,AC_LOWEST_PRICE,d686cb23-fe33-45ed-939b-d33873a3ebc2
f6ce3a37-5635-44a7-bff0-51e215d29b84,,100,AC_LOWEST_PRICE,edd21e07-b64f-44f5-8515-337c810f788d
5ce06fd1-aa9c-49b7-b49e-9dc32f255219,,100,AC_LOWEST_PRICE,3c88a5a4-b5dc-42e8-8586-fba0267809bc
5109ba77-b1d3-44b5-aa35-e085f50aa817,,100,AC_LOWEST_PRICE,ea644fc2-25f0-4bc3-9e6f-34e2c8c68f46
c9d43ef8-40ad-42bf-9fd4-782a51088b94,,100,AC_LOWEST_PRICE,399a18ad-7833-4c62-a333-f2663d6a9bdb
afa488db-8cda-40b3-b4da-5c30df8005e6,,100,AC_LOWEST_PRICE,d34099a5-e533-45fc-91d4-ecfb047efc64
2a390652-5872-4149-ac1c-36f3ae01ad1d,,100,AC_LOWEST_PRICE,6a19ba39-1103-40bb-a353-7a044f305bde
a01526c3-1c2c-480c-ac7d-bf69863bf31a,,100,AC_LOWEST_PRICE,dbe4bc2a-a8e1-4cf3-a93e-4eb29246ff6d
4c759b1d-f76b-4372-9238-f65d5cd1f6f4,,100,AC_LOWEST_PRICE,962b6836-a9cb-44b3-a423-5a7f42596c02
16dce83c-2f09-4cd1-b763-923a00f97f89,,100,AC_LOWEST_PRICE,8586e818-b6ca-4003-8768-b44047027a33
6f4d1be5-8e81-42ff-9e93-837d150e4c29,,100,AC_LOWEST_PRICE,6b10ed75-b09f-4759-aa56-7614d287592b
f27dc6f0-23dc-4b01-b5f9-9e246bc83839,,100,AC_LOWEST_PRICE,1d67ec5a-ac0b-4093-96d9-da1e89899fe9
08937a3f-8f50-40bc-b29d-efd51464857b,,100,AC_LOWEST_PRICE,3857a48d-6256-429b-ac7e-568276fc5faa
32e50a61-e7e4-4d4c-9d48-d3390705a33c,,100,AC_LOWEST_PRICE,8e0d1647-03dd-4eb1-8f9b-ee3c004c2a34
7cb576e0-978c-40c3-afa7-d98fd332f8da,,100,AC_LOWEST_PRICE,0b3491e5-e4a1-4bd6-8075-c28de0fb4d61
9705dae5-20a0-49b8-a352-e8710dafdc43,,100,AC_LOWEST_PRICE,66d2d03b-ea80-4f8f-a43f-2356fd78f499
b7fd506f-09b0-4100-8446-ed1560b3b078,,100,AC_LOWEST_PRICE,e7268034-c023-4d71-b145-7983bd5b8ebe
7dbea1d3-f4c4-4635-9306-6db271832ca2,,100,AC_LOWEST_PRICE,4f5009de-67e7-4bc2-be19-d364b3b1d23c
b4aa7fb0-bc36-4b83-a26c-b95f4c001663,,100,AC_LOWEST_PRICE,c660ae4d-14d1-47a9-a17c-60853837d00a
f8d9eefc-8f62-46b7-944c-7bdc0228a85a,,100,AC_LOWEST_PRICE,c836e923-c02c-46ae-955d-18b20ec12b78
3b5c67cd-e666-43ad-bd05-027857fb19b5,,100,AC_LOWEST_PRICE,747c4620-35de-4106-bdd7-35f629395888
06fcff82-9009-4d7c-bf7e-c8c359eaade5,,100,AC_LOWEST_PRICE,b0279856-f4dc-4a8e-bd22-fbcce2cc03ae
7f1673e0-34cc-4bb2-8c89-61c7ddf7c4aa,,100,AC_LOWEST_PRICE,cf292447-64e5-4565-a205-155a6aa61ffa
b772daee-7f8e-4d41-a1c3-a9f83187fffd,,100,AC_LOWEST_PRICE,c1489ce4-9079-4fb9-846f-f9b4668b2868
b63d6dbf-7036-4c78-99b7-372dd0a7e699,,100,AC_LOWEST_PRICE,54031862-c563-4914-a464-359bb3c893b0
d22c2af9-853f-49c6-b3b2-0d818c91c14c,,100,AC_LOWEST_PRICE,43f75cc0-6b89-44fc-8564-7973b3c0d27b
da90596a-740a-493e-ada3-c8ab8045a4a8,,100,AC_LOWEST_PRICE,91afb57b-083d-4390-9fe4-6d8579ecf80e
d0673fe3-89df-4b9f-8d52-1cc3773c60f5,,100,AC_LOWEST_PRICE,f047dc85-f50c-4243-ba21-7c89fb648bcb
4e52a60c-543c-4f02-9fcb-caebabd5f778,,100,AC_LOWEST_PRICE,887d5110-75f7-4a39-b6e1-d0aa0f79d95b
510b869e-0ad0-44b6-b2df-a96797f10416,,100,AC_LOWEST_PRICE,744b84fd-d265-468d-9175-6e1a519a3117
e71beeaf-62ef-49fb-9ec4-85d267b458a9,,100,AC_LOWEST_PRICE,1e7117dd-b5dd-451f-a191-52286f87b892
e82009a7-1140-4e0b-b312-d99c7b22259c,,100,AC_LOWEST_PRICE,b7d6f97d-404b-4c46-afce-5d07a70ee9db
cf21fdde-f720-4577-a049-f0f39cd1e1ed,,100,AC_LOWEST_PRICE,598c4bb9-8d5a-438e-b7ec-63ca1a2faf01
f394e213-f221-4f14-9b46-867d314e593a,,100,AC_LOWEST_PRICE,058d7fc4-0194-48cd-9cf7-2c013424ae75
20f878a1-663e-473c-a04a-9743011bd83f,,100,AC_LOWEST_PRICE,d41cc6f1-7134-417a-94d4-70a5b741b889
7c9c70bf-fa74-46c3-b9f6-956a8e8d35dc,,100,AC_LOWEST_PRICE,69232a9f-3509-43cc-8003-0f062326ed96
049a6954-f407-4924-b3f9-d2618634e60b,,100,AC_LOWEST_PRICE,1b31226b-5439-486f-80a2-1cb62e058706
2b288883-b09a-45d4-a333-ff2e068a5cab,,100,AC_LOWEST_PRICE,10ff9537-3fe9-4aed-aa4f-4472c029548f
0cfa230c-443b-45b9-92ee-550f6fdb24cc,,100,AC_LOWEST_PRICE,0ce816f3-f291-422a-aba6-daa74dee03f8
2f09af1d-c76a-4ce8-aefc-80812638226b,,100,AC_LOWEST_PRICE,62a3c408-4125-4be0-9580-e50f6d0d9665
4026c1fa-b3a2-493b-8a76-ca2bcbca04db,,100,AC_LOWEST_PRICE,da46a7c8-cde0-4768-bd73-a23b0bb8cf88
bd6769b0-ae22-4354-8877-02cf276bf3f8,,100,AC_LOWEST_PRICE,754ee84c-75fc-4b2d-b95d-6c92c0f0b9e1
46fc263c-7b1a-40ba-9004-905e064bc68a,,100,AC_LOWEST_PRICE,4e27f4c0-652d-4262-9fff-7b7e086cfb38
80b1f9cb-cf6a-4199-b9d8-1b86e3908f59,,100,AC_LOWEST_PRICE,64127423-fc99-4384-b2a5-9a6df311a301
d99a3a3b-87b2-4201-8470-b939a7c2df07,,100,AC_LOWEST_PRICE,bb885055-0727-4bff-aa13-9fd56757d16f
24e9287d-a9b1-4623-99d0-1ba97ce5b5ed,,100,AC_LOWEST_PRICE,9333d31f-0d43-48a4-9e68-abd74c599af4
cb7af143-2784-48e8-9e68-35f9f3d1c850,,100,AC_LOWEST_PRICE,6da36fe5-e483-423d-83f4-f4a2ecd8df65
a2a77b57-c966-4b9c-8a71-1325eb14a71f,,100,AC_LOWEST_PRICE,9053c36b-5e5a-40e1-8cdb-ce8a347a3d20
a364e023-821f-4994-9ff7-0acf7817b31e,,100,AC_LOWEST_PRICE,397bc098-07a5-43a3-b002-a7584370cc63
cab86f69-27cb-48ae-a65d-c925b088c869,,100,AC_LOWEST_PRICE,28c79f53-be3d-4a76-af42-5841a6bf0a13
8e797595-5108-4150-b36d-0fb3488ff1e0,,100,AC_LOWEST_PRICE,bc26f390-ffce-4876-b6c2-2b03d0580447
7eea665c-392e-4e43-997a-ea7e45d972d4,,100,AC_LOWEST_PRICE,0c54b6ba-fa8c-451a-b9ac-65a41647523b
bce93b08-1b00-46d3-ad4c-81ff0192e98b,,100,AC_LOWEST_PRICE,8172c9c0-72c7-48bd-ba31-284a70acb99a
058d6782-f0c7-4571-bc95-948504574b9f,,100,AC_LOWEST_PRICE,fb98bbcd-8130-4645-b2e1-a1f23d4986b0
b3042dd5-566a-494e-ba9b-7fcdc0a3430c,,100,AC_LOWEST_PRICE,6b26340c-abbb-4e86-aea4-bed65fa56bb7
0db371fd-ce50-4098-b0b0-e6223f33451d,,100,AC_LOWEST_PRICE,7b58f2b2-41eb-4c75-ba3d-26b967cbdceb
c8947c9d-d867-4b2f-a271-df282ec9a9e2,,100,AC_LOWEST_PRICE,884a2891-9448-45ef-87c2-506b3411da9f
3bda3900-8cd4-44f5-b06f-fdb900db1bf6,,100,AC_LOWEST_PRICE,5be0c244-5a54-414c-b4f4-d6d65d3f81d3
44c98425-5999-46d6-ab1f-05a222ce148b,,100,AC_LOWEST_PRICE,495983e9-c900-4232-b346-3c47183ec786
e659b321-b5a8-478d-bdd2-f1df6d6674a3,,100,AC_LOWEST_PRICE,451aea75-fd46-4778-adab-f041ec027d88
b4f13a94-290e-4a73-bbb9-ff6d3c3edf27,,100,AC_LOWEST_PRICE,cf7fb552-ec22-4e06-8239-f723bcce7399
fe29797d-9cc5-4571-b0a6-a3e35e187d59,,100,AC_LOWEST_PRICE,3df6a35b-af26-41c9-90e7-32b4e5ad7c00
c1723923-be81-4210-8511-f7080f6bc19d,,100,AC_LOWEST_PRICE,1ba67d62-b75b-4ffa-a123-289cd044df1e
3310e6ee-fde6-4ce1-8b29-55a4e826fd80,,100,AC_LOWEST_PRICE,1e44fe0b-f5d0-4956-ae20-e86be0acdc2d
d74c2de7-9a40-421c-abc1-6b38c97c0ffa,,100,AC_LOWEST_PRICE,4f7c983d-3a63-4b24-a065-5b7c91f8e6f3
