contract_id,criterion,description,label
         3536757,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 100 mg liečiva
a
1 liekovka s obsahom zodpovedajúcemu 200 mg liečiva

Predpokladané plnenie je 240 liekoviek v registrovaných liekoch s obsahom 100 mg liečiva a 800 liekoviek",Antineoplastické činidlá
         3536758,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 10 mg liečiva

Predpokladané plnenie je 80 liekoviek v registrovaných liekoch s obsahom 10 mg liečiva kategorizovaných so spôsobom úhrady A počas zmluvného obdobia 2 roky.",Antineoplastické činidlá
         3536759,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 20 mg liečiva

Predpokladané plnenie je 40 liekoviek v registrovaných liekoch s obsahom 20 mg liečiva kategorizovaných so spôsobom úhrady A počas zmluvného obdobia 2 roky.",Antineoplastické činidlá
         3536760,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 1 g liečiva

Predpokladané plnenie je 960 liekoviek v registrovaných liekoch s obsahom 1 g liečiva počas zmluvného obdobia 2 roky.",Antineoplastické činidlá
         3536761,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 5000 mg liečiva
a
1 liekovka s obsahom zodpovedajúcemu 1000 mg liečiva

Predpokladané plnenie je 240 liekoviek v registrovaných liekoch s obsahom 5000 mg liečiva a 80 liekovie",Antineoplastické činidlá
         3536762,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 200 mg liečiva
a
1 liekovka s obsahom zodpovedajúcemu 1 g liečiva

Predpokladané plnenie je 1 300 liekoviek v registrovaných liekoch s obsahom 200 mg liečiva a 920 liekoviek v",Antineoplastické činidlá
         3536763,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 100 mg liečiva

Predpokladané plnenie je 900 liekoviek v registrovaných liekoch s obsahom 100 mg liečiva kategorizovaných so spôsobom úhrady A počas zmluvného obdobia 2 roky.",Antineoplastické činidlá
         3536764,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 1 mg liečiva

Predpokladané plnenie je 1 850 liekoviek v registrovaných liekoch s obsahom 1 mg liečiva kategorizovaných so spôsobom úhrady A počas zmluvného obdobia 2 roky.",Antineoplastické činidlá
         3536765,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 10 mg liečiva
a
1 liekovka s obsahom zodpovedajúcemu 50 mg liečiva

Predpokladané plnenie je 380 liekoviek v registrovaných liekoch s obsahom 10 mg liečiva a 60 liekoviek v re",Antineoplastické činidlá
         3536766,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 100 mg liečiva
a
1 liekovka s obsahom zodpovedajúcemu 200 mg liečiva

Predpokladané plnenie je 1 500 liekoviek v registrovaných liekoch s obsahom 100 mg liečiva a 70 liekoviek",Antineoplastické činidlá
         3536767,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 20 mg liečiva
a
1 liekovka s obsahom zodpovedajúcemu 80 mg liečiva

Predpokladané plnenie je 380 liekoviek v registrovaných liekoch s obsahom 20 mg liečiva a 140 liekoviek v r",Antineoplastické činidlá
         3536768,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 10 mg liečiva
a
1 liekovka s obsahom zodpovedajúcemu 50 mg liečiva

Predpokladané plnenie je 480 liekoviek v registrovaných liekoch s obsahom 10 mg liečiva a 340 liekoviek v r",Antineoplastické činidlá
         3536769,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 20 mg liečiva

Predpokladané plnenie je 130 liekoviek v registrovaných liekoch s obsahom 20 mg liečiva kategorizovaných so spôsobom úhrady A počas zmluvného obdobia 2 roky.",Antineoplastické činidlá
         3536770,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 15000 IU liečiva

Predpokladané plnenie je 250 liekoviek v registrovaných liekoch s obsahom 15000 IU liečiva kategorizovaných so spôsobom úhrady A počas zmluvného obdobia 2 r",Antineoplastické činidlá
         3536771,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 50 mg liečiva
a
1 liekovka s obsahom zodpovedajúcemu 150 mg liečiva
a
1 liekovka s obsahom zodpovedajúcemu 450 mg liečiva

Predpokladané plnenie je 500 liekoviek v registrov",Antineoplastické činidlá
         3536772,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 50 mg liečiva
a
1 liekovka s obsahom zodpovedajúcemu 100 mg liečiva

Predpokladané plnenie je 800 liekoviek v registrovaných liekoch s obsahom 50 mg liečiva a 810 liekoviek v",Antineoplastické činidlá
         3536773,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 1400 mg liečiva

Predpokladané plnenie je 480 liekoviek v registrovaných liekoch s obsahom 1400 mg liečiva kategorizovaných so spôsobom úhrady A počas zmluvného obdobia 2 rok",Antineoplastické činidlá
         3536774,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 600 mg liečiva

Predpokladané plnenie je 120 liekoviek v registrovaných liekoch s obsahom 600 mg liečiva kategorizovaných so spôsobom úhrady A počas zmluvného obdobia 2 roky.",Antineoplastické činidlá
         3536775,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 150 mg liečiva

Predpokladané plnenie je 260 liekoviek v registrovaných liekoch s obsahom 150 mg liečiva kategorizovaných so spôsobom úhrady A počas zmluvného obdobia 2 roky.",Antineoplastické činidlá
         3536776,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 100 mg liečiva

Predpokladané plnenie je 80 liekoviek v registrovaných liekoch s obsahom 50 mg liečiva kategorizovaných so spôsobom úhrady A počas zmluvného obdobia 2 roky.",Antineoplastické činidlá
         3536777,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 50 mg liečiva

Predpokladané plnenie je 320 liekoviek v registrovaných liekoch s obsahom 50 mg liečiva kategorizovaných so spôsobom úhrady A počas zmluvného obdobia 2 roky.",Antineoplastické činidlá
         3536778,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 100 mg liečiva

Predpokladané plnenie je 72 liekoviek v registrovaných liekoch s obsahom 100 mg liečiva kategorizovaných so spôsobom úhrady A počas zmluvného obdobia 2 roky.",Antineoplastické činidlá
         3536779,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 1000 mg liečiva

Predpokladané plnenie je 52 liekoviek v registrovaných liekoch s obsahom 1000 mg liečiva kategorizovaných so spôsobom úhrady A počas zmluvného obdobia 2 roky",Antineoplastické činidlá
         3536780,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 100 mg liečiva
a
1 liekovka s obsahom zodpovedajúcemu 400 mg liečiva

Predpokladané plnenie je 84 liekoviek v registrovaných liekoch s obsahom 100 mg liečiva a 96 liekoviek v",Antineoplastické činidlá
         3536781,Cena,"Požadované balenie: 1 kapsula s obsahom zodpovedajúcemu 100 mg liečiva

Predpokladané plnenie je 1 440 kapsúl v registrovaných liekoch s obsahom 100 mg liečiva počas zmluvného obdobia 2 roky.",Antineoplastické činidlá
         3536782,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 40 mg liečiva
a
1 liekovka s obsahom zodpovedajúcemu 100 mg liečiva

Predpokladané plnenie je 340 liekoviek v registrovaných liekoch s obsahom 40 mg liečiva a 480 liekoviek v",Antineoplastické činidlá
         3536783,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 3,5 mg liečiva

Predpokladané plnenie je 140 liekoviek v registrovaných originálnych liekoch s obsahom 3,5 mg liečiva kategorizovaných so spôsobom úhrady A počas zmluvného o",Antineoplastické činidlá
         3536784,Cena,"Požadované balenie: 1 liekovka s obsahom zodpovedajúcemu 3,5 mg liečiva

Predpokladané plnenie je 1 400 liekoviek v registrovaných biosimilárnych liekoch s obsahom 3,5 mg liečiva kategorizovaných so spôsobom úhrady A počas zmluvné",Antineoplastické činidlá
         3536787,Cena,"Dodávka nových náhradných dielov vákuových toaliet typu EVAC a vodného hospodárstva ŽKV, ktoré sú súčasťou
systémov železničných koľajových vozidiel vo vlastníctve obstarávateľa.",Rôzne náhradné diely
         3536788,Cena,"Dodávka nových náhradných dielov vákuových toaliet typu GLOVA a vodného hospodárstva ŽKV, ktoré sú súčasťou
systémov železničných koľajových vozidiel vo vlastníctve obstarávateľa.",Rôzne náhradné diely
         3536789,Cena,"Dodávka nových náhradných dielov vákuových toaliet typu SEMVAC a vodného hospodárstva ŽKV, ktoré sú súčasťou
systémov železničných koľajových vozidiel vo vlastníctve obstarávateľa.",Rôzne náhradné diely
         3536790,Cena,"Predmetom zákazky je pranie, dezinfekcia, žehlenie, triedenie, sušenie, skladanie, balenie nemocničnej bielizne (obliečky na vankúše a paplóny, prestieradlá na postele, operačná bielizeň, kompresy, plienky, detská bielizeň, bielize",Pranie a chemické čistenie
         3536791,Cena,Poistenie majetku a zodpovednosti za škodu,Poistenie majetku
         3536792,Cena,Havarijné poistenie motorových vozidiel a Povinné zmluvné poistenie zodpovednosti za škodu spôsobenú prevádzkou motorového vozidla,Poistenie motorových vozidiel
         3536793,Cena,"Predmetom zákazky je poskytovanie nepretržitej 24 hodinovej strážnej služby počas pracovných dní, v dňoch
pracovného pokoja a v dňoch, ktoré sú vyhlásené štátnymi sviatkami pre objekty, ktoré sú v správe Ministerstva kultúr",Strážne služby
         3536794,Cena,Predmetom zákazky je zabezpečenie skladovania a distribúcie vakcín proti infekcii COVID-19 v mrazovom režime. Bližšie informácie sú uvedené v súťažných podkladoch.,Skladovanie a uskladňovanie
         3536795,Cena,Predmetom zákazky je zabezpečenie skladovania a distribúcie vakcín proti infekcii COVID-19 v chladovom režime. Bližšie informácie sú uvedené v súťažných podkladoch.,Skladovanie a uskladňovanie
         3536796,Cena,"Účelom štúdie realizovateľnosti je samostatne vyhodnotiť doterajší proces prípravy a výber navrhovaných úsekov/variantov, prípadne návrh nových variantov ostávajúcich úsekov diaľnice D3, ktorých výstavba sa ešte nezačala:","Štúdia realizovateľnosti, poradenská služba, analýza"
         3536798,Cena,"Predmetom zákazky je nakladanie s komunálnymi odpadmi, najmä zber, preprava, spracovanie a likvidácia komunálneho odpadu zákonným spôsobom.",Likvidácia a spracovanie odpadu
         3536799,Cena,Predmetom zákazky je poskytovanie služieb spočívajúcich v údržbe a vývoji univerzitného informačného systému.,Služby na údržbu a opravu softvéru
         3536800,Cena,Predmetom zákazky je vykonanie skúšok 4 typov nákladných železničných vozňov. Bližšie informácie sú uvedené v súťažných podkladoch,Monitorovacie a kontrolné skúšky
         3536801,Cena,Predmetom zákazky je zabezpečenie ubytovania pre študentov Trnavskej univerzity v Trnave. Ubytovacie zariadenie v zmysle vyhlášky č. 210/2016 Z. z.,Ubytovacie služby
         3536802,Cena,"Predmetom zákazky je rekonštrukcia miestnych komunikácií a chodníkov v meste Trstená a jeho prímestských častí, konkrétne sa jedná o rekonštrukciu nasledovných úsekov:
SO 02 Sídlisko Západ, sídlisko Mier SO 02a - Sídlisko Zá",Práce na údržbe ciest
         3536803,Cena,v predpokladanom množstve 761.000 ks.,Dopravné služby (bez prepravy odpadu)
         3536804,Cena,V predpokladanom množstve 511.000 ks,Dopravné služby (bez prepravy odpadu)
         3536805,Cena,V predpokladanom množstve 270.000 ks.,Dopravné služby (bez prepravy odpadu)
         3536806,Cena,V predpokladanom množstve 655.000 ks.,Dopravné služby (bez prepravy odpadu)
         3536807,Cena,V predpokladanom množstve 740.000 ks.,Dopravné služby (bez prepravy odpadu)
         3536808,Cena,V predpokladanom množstve 330.000 ks.,Dopravné služby (bez prepravy odpadu)
         3536809,Cena,V predpokladanom množstve 345.000 ks.,Dopravné služby (bez prepravy odpadu)
         3536810,Cena,Predmetom obstarávania je dodanie viacúčelového technologického vozidla - Nákladný automobil s hydraulickým žeriavom a hákovým nosičom kontajnerov. Podrobná špecifikácia je uvedená v súťažných podkladoch v Opise predmetu zák,Motorové vozidlá na špeciálne účely
         3536811,Cena,"Predmetom zákazky je poskytovanie služieb spojených so zberom a prepravou komunálneho odpadu, drobných stavebných odpadov, objemných odpadov, biologicky rozložteľných odpadov a biologicky rozložiteľných kuchynských odpadov.",Služby na zber odpadu
         3536812,Cena,"Predmetom je výber zhotoviteľa diela projektu: Miestne komunikácie v rómskej osade Obec Ľubotín.
Podrobný popis prác je uvedený v súťažných podkladoch ktorých súčasťou je projektová dokumentácia a výkaz výmer.",Stavebné práce na výstavbe ciest
         3536813,Cena,"Predmetom zákazky je uskutočnenie stavebných prác: Parkovisko pri Základnej škole A. Bagara v Trenčianskych Tepliciach a to v zmysle projektovej dokumentácie pre SP vypracovanej projektovým a inžinierskym ateliérom PIA STAMAT, s.r.o.",Stavebné práce na stavbe parkovísk
         3536814,Cena,"Predmetom zákazky je realizácia stavebných prác v rámci projektu "" Zníženie energetickej náročnosti multifunkčnej budovy Domaňovce"". Podrobný popis stavebných prác je uvedený v Opise predmetu zákazky súťažných podkladov a pro",Stavebné práce na stavbe budov
         3536815,Cena,"Predmetom zákazky je uskutočnenie stavebných prác: Parkovisko pri BD Štvrť SNP 77 až 89 v Trenčianskych Tepliciach a to v zmysle projektovej dokumentácie pre SP vypracovanej projektovým a inžinierskym ateliérom PIA STAMAT, s.r.o. Olb",Stavebné práce na stavbe parkovísk
         3536816,Cena,Predmetom zákazky je modernizácia vybavenia školy SOŠ Stará Turá. Bližšie informácie sú uvedené v súťažných podkladoch.,Stavebné práce na objektoch stredných škôl
         3536817,Cena,"Predmetom zákazky je uskutočnenie stavebných prác: Regenerácia centrálnej zóny, Štvrť SNP Trenčianske Teplice a to v zmysle projektovej dokumentácie pre SP vypracovanej spoločnosťou: BYTOP, s.r.o., Opatovská 246/103, Trenčín 911",Stavebné práce na stavbe plôch
         3536818,Cena,"1. časť zákazky: Výťah Sociálne služby mesta Trenčín, m.r.o. stavebné práce
1. časť zákazky tvoria nasledovné objekty:

SO 01 Výťahová šachta
SO 02 Prekládka NN 
SO 02a prekládka NN
Predmetom tejto časti verejného ob",Pokládka káblov
         3536819,Cena,"2. časť: Výťah Sociálne služby mesta Trenčín, m.r.o. - výťah
2. časť zákazky tvorí objekt:
PS 01 Výťah
Predmet zákazky 2 časti zákazky spočíva v komplexnej dodávke s montážou s uvedením do prevádzky výťahu evakuač",Výťahy
         3536820,Cena,"Predmetom zákazky je vybudovanie nájomného bytového domuv obci Veľké Kozmálovce, ktorý vznikne prebudovaním existujúceho objektu vo vlastníctve obce. Do súčasnej doby bol objekt využívaný ako základná škola. Objekt nie je pami",Stavebné práce na stavbe viacbytových budov a rodinných domov
         3536821,Cena,"Predmetom zákazky je vybudovanie nájomného bytového domu v obci Horné Semerovce, ktorý vznikne prebudovaním existujúceho objektu vo vlastníctve obce. Do súčasnej doby bol objekt využívaný ako materská škola a denný stacionár pr",Stavebné práce na stavbe viacbytových budov a rodinných domov
         3536822,Cena,Predmetom zákazky sú stavebné práce na rekonštrukcii oddelenia náučnej literatúry a oddelenia spoločenskovednej literatúry Krajskej knižnice Ľudovíta Štúra vo Zvolene. Rekonštrukciou budú zrealizované úpravy a prestavby existu,Stavebné práce na knižniciach
         3536823,Cena,"Predmetom zákazky je uskutočnenie stavebných prác a súvisiacich dodávok a služieb spojených s výstavbou materskej školy. 
Objektová skladba: 
SO 01 HLAVNÝ OBJEKT PREDŠKOLSKÉ ZARIADENIE (práce na dokončenie)
SO 02 SPEVNENÉ PLO",Stavebné práce
         3536824,Cena,"Stavebné dielo sa nachádza v k.ú. Jarovnice a skladá z dvoch častí, ktoré pozostávajú z A: 3x12b.j. s prislúchajúcou infraštruktúrou (parcely KN-C 703/9, 703/10, 703/11) a z B: 1x12b.j. s prísluchajúcou infraštruktúrou (parcelá",Stavebné práce na stavbe viacbytových budov a rodinných domov
         3536825,Cena,"Predmetom tejto zákazky je Skvalitnenie bývania pre obyvateľov z MRK v obci Lemešany.
Podrobný opis a rozsah predmetu obstarávania je uvedený v projekte stavby a vo výkaze výmer, ktorý je súčasťou
súťažných podkladov.",Stavebné práce
         3536826,Cena,"Prístavba Základnej školy a telocvične pozostávajúca zo súvisiacich služieb ako vypracovanie projektovej dokumentácie pre realizáciu, projektu dopravného značenia, súvisiacich služieb s týmito činnosťami, a realizácia stavebný",Stavebné práce na stavbe budov škôl
         3536832,Cena,"Predmetom zákazky je dodanie motorovej nafty do nádrží verejného obstarávateľa, ktorá musí spĺňať minimálne funkčné, prevádzkové a technické požiadavky a kvalitatívne parametre v zmysle platnej normy STN EN 590+A1, Vyhlášky",Motorová nafta
         3536833,Cena,Výber dodávateľa na dodávku technológie extraktora - produkčná linka extraktu z rastlinnych materiálov pre ELIXOR s.r.o.,Zariadenia na spracovanie obilnín alebo sušenej zeleniny
         3536834,Cena,"Poskytovateľ sa zaväzuje vykonávať pre objednávateľa činnosti, spojené so zabezpečením ochrany pred požiarmi (ďalej len OPP), bezpečnosti a ochrany zdravia pri práci (ďalej len BOZP) a civilnej ochrany (ďalej len CO) v súlade s",Prevencia proti požiarom
         3536835,Cena,Poskytovateľ sa zaväzuje vykonávať pre objednávateľa pravidelné odborné prehliadky a odborné skúšky (ďalej len OPaOS) technických zariadení (ďalej len TZ) a vyhradených technických zariadení (ďalej len VTZ) v súlade s ustanov,Skúšky tesnosti
         3536836,Cena,Predmetom zákazky je nákup 12 ks nádob na kuchynský odpad (240l) a 1379 ks kompostérov (600l) .,Kontajnery a nádoby na odpad a odpadky
         3536837,Cena,Predmetom objektu je prepojenie cyklistickéj cestičky (cyklotrasy) na už jestvujúcu cyklistickú cestičku z priemyselného parku na ul. Záblatska cez priechod pre cyklistov. Cestička je navrhnutá v 2 etapách. I. etapa začína na ulici,Stavebné práce
         3536838,Cena,"V súčasnosti sa na manipulačno- expedičnom drevosklade v Oravskom Podzámku nachádza sociálne prevádzková budova (ďalej len SPB) z drevostavby typu Likusák, ktorej technický stav nevyhovuje pôvodným účelom a dnešným štandardom.",Práce na zmene (úprave) budov
         3536839,Cena,Predmetom zákazky je výstavba nového objektu Materskej školy v obci Sady nad Torysou. Rozšírenie kapacity jestvujúcej materskej školy je riešená samostatnou dvojpodlažnou budovou dvomi triedami s maximálnym počtom 21 detí v jednej,Stavebné práce
         3536840,Cena,"Predmetom zákazky sú stavebné práce opatrenia, úpravy, aby protipovodňový ochranný rigol, za predpokladu
priebežnej údržby (čistenia), spĺňal svoju funkciou, a aby boli zabezpečené preventívne opatrenia na ochranu pred
povodň",Stavebné práce na potrubiach na odvádzanie dažďovej vody
         3536841,Cena,"Predmetom zákazky je realizácia vrchnej stavby - obrusnej vrstvy miestnych komunikácií, chodníkov a ihrísk na území mesta Žilina. Existujúci poškodený povrch (živičný kryt miestami liaty asfalt, ale aj asfaltobetón) sa odstráni",Práce vrchnej stavby chodníkov
         3536842,Cena,"Predmetom zákazky s názvom Zariadenie starostlivosti o deti do 3 rokov veku dieťaťa v časti 1 sú stavebné práce na objekte zariadenia starostlivosti o deti do 3 rokov veku dieťaťa, podľa projektovej dokumentácie, vypracovanej spoloč",Stavebné práce na stavbe budov
         3536843,Cena,"Predmetom zákazky s názvom Zariadenie starostlivosti o deti do 3 rokov veku dieťaťa v časti 2 je vybudovanie detského ihriska pri objekte zariadenia starostlivosti o deti do 3 rokov veku dieťaťa.

Podrobná špecifikácia je uvedená v",Stavebné práce na stavbe plôch pre detské ihriská
         3536848,Cena,Predmetom verejného obstarávania je realizácia diela podľa realizačnej projektovej dokumentácie. Stavba bude realizovaná v jednej časovej etape a bude tvoriť jeden realizačný celok na základe stavebného povolenia v súlade so zákon,Stavebné práce na objektoch technických univerzít
         3536849,Cena,Predmetom verejného obstarávania je realizácia diela podľa realizačnej projektovej dokumentácie. Stavba bude realizovaná v jednej časovej etape a bude tvoriť jeden realizačný celok na základe stavebného povolenia v súlade so Staveb,Stavebné práce na objektoch technických univerzít
         3536850,Cena,Predmetom verejného obstarávania je realizácia diela podľa realizačnej projektovej dokumentácie. Stavba bude realizovaná v jednej časovej etape a bude tvoriť jeden realizačný celok na základe stavebného povolenia v súlade so Staveb,Stavebné práce na objektoch technických univerzít
         3536851,Cena,Predmetom verejného obstarávania je realizácia diela podľa realizačnej projektovej dokumentácie. Stavba bude realizovaná v jednej časovej etape a bude tvoriť jeden realizačný celok na základe stavebného povolenia v súlade so Staveb,Stavebné práce na objektoch technických univerzít
         3536852,Cena,Predmetom verejného obstarávania je realizácia diela podľa realizačnej projektovej dokumentácie. Stavba bude realizovaná v jednej časovej etape a bude tvoriť jeden realizačný celok na základe stavebného povolenia v súlade so Staveb,Stavebné práce na objektoch technických univerzít
         3536853,Cena,Predmetom verejného obstarávania je realizácia diela podľa realizačnej projektovej dokumentácie. Stavba bude realizovaná v jednej časovej etape a bude tvoriť jeden realizačný celok na základe stavebného povolenia v súlade so Staveb,Stavebné práce na objektoch technických univerzít
         3536854,Cena,"Rekonštrukcia OST spojená s hydraulickým vyvážením vykurovacej sústavy ŠD Vlčie hrdlo 74, Bratislava. 
Účelom rekonštrukcie je modernizácia a zhospodárnenie prevádzky odovzdávacej stanice tepla (ďalej len OST) a hydraulické vy",Opravárske a údržbárske služby
         3536855,Cena,"Predmetom zákazky sú stavebné práce spojené s rekonštrukciou suterénnych priestorov objektu Univerzity sv. Cyrila a Metoda v Trnave, nachádzajúcom sa na Nám. J. Herdu 2 v Trnave. Bližšie informácie sú uvedené v súťažných podkl",Stavebné práce na stavbe budov univerzít
         3536856,Cena,"Cieľom revitalizácie časti parku voľného času v Dunajskej Strede MEETING POINT je prestavba a modernizácia spevnených plôch, inžinierskych sietí, sadových úprav pre celoročné pôsobenie. Urbanisticko-architektonické a krajinársk",Stavebné práce na stavbe plôch pre parky
         3536857,Cena,"Predmetom zákazky je rekonštrukcia existujúceho atletického areálu ZŠ L. Novomeského v Lučenci, Rúbanisko II 3079, podľa kritérií Svetovej atletiky (WA), resp. Medzinárodnej asociácie atletických federácií (IAAF) v zmysle techni",Stavebné práce na stavbe plôch pre rôzne športové zariadenia
         3536858,Cena,"Zariadenie sociálnych služieb pozostáva z murovanej nosnej konštrukcie z blokov. Objekty takto vytvárajú pozdľžny nosný systém, doplnený priečnymi stužujúcimi stenami. Obvodový pórobetónový plášť ,resp. keramický pri príst",Stavebné práce
         3536859,Cena,"Predmetom zákazky s názvom ""Výstavba nakladacích a vykladacích priestorov a prístupových ciest k týmto priestorom v železničnej stanici Kamenica nad Cirochou"" je uskutočnenie stavebných prác - rekonštrukcia nakladacích a vykladac",Stavebné práce na obslužných plochách
         3537033,Cena,"Predmetom zákazky sú stavebné práce Rekonštrukcia Knižnice Ružinov, Miletičova 47, Bratislava. Zámerom a cieľom je riešenie revitalizácie primárne vnútorných priestorov knižnice. Ide o stavebné rekonštrukčné práce s minimál",Stavebné práce
         3537034,Cena,"Predmetom zákazky je poskytovanie prekladateľských služieb v súlade so všeobecne záväznými právnymi predpismi a príslušnými STN, alebo v súlade s inou normou platnou v členských štátoch Európskej únie pre zabezpečovanie prek",Prekladateľské služby
         3537035,Cena,"Predmetom zákazky sú stavebné práce na realizácii obchádzkovej trasy na ceste II/555 a zabezpečenie dodávky, montáže a osadenia dočasného mostného provizória v mieste križovania navrhovanej dočasnej obchádzky cesty II/555 cez in",Stavebné práce
         3537036,Cena,"Predmet zákazky spočíva v zachovaní prvého nadzemného podlažia existujúcej budovy, asanáciou jej drobnej prístavby, využitie podstrešného priestoru a rozšírenie funkcie do jednopodlažnej prístavby s využitím podkrovím sedlove",Stavebné práce
         3537037,Cena,"Predmetom zákazky je zastrestrešenie bazéna pre vodné pólo, kúpalisko Červená hviezda v Košiciach, zabezpečenie zdroja tepla pre dotknuté objekty areálu. Bazén pre vodné pólo je jestvujúci. V rámci tohto projektu bude urobený n",Stavebné práce na stavbe bazénov
         3537038,Cena,Predmetom zákazky sú stavebné práce rozšírení splaškovej kanalizácie v obci Konská.,Stavebné práce na stavbe kanalizácie
         3537039,Cena,"Predmetom zákazky je výstavba budovy školskej jedálne v súlade s projektovou dokumentáciou vyhotovenou projekčnou spoločnosťou SGStudio s.r.o. (11/2020), ktorá sa bude nachádzať v areáli základnej školy obce Gajary na parcele KN """,Stavebné práce na objektoch základných škôl
         3537041,Cena,Predmetom zákazky je dodávka zberového vozidla s lisovacou nadstavbou. Podrobný popis je uvedený v Opise predmetu zákazky súťažných podkladov. Bližšie informácie ohľadom predmetu zákazky sú súčasťou týchto súťažných podkl,Motorové vozidlá na špeciálne účely
         3537042,Cena,Predmetom zákazky je realizácia spoločného chodníku pre cyklistov a chodcov v obci Oravská Lesná,Stavebné práce na stavbe chodníkov
         3537043,Cena,"Uvedená stavba rieši rozšírenie parkovacích miest na ulici Východná na sídlisku Rozkvet v Považskej Bystrici. Jedná sa o miesto medzi bytovým domom č. 2029 a križovatkou ulice Východná s M. Benku, na ktorom sa vybuduje 63 nových",Kladenie dlažby
         3537044,Cena,"Uvedená stavba rieši rozšírenie parkovacích miest na sídlisku Stred v Považskej Bystrici. Jedná sa o miesto pred bytovým domom č.50, na ktorom sa vybuduje 21 nových parkovacích státí. Bližšie informácie sú uvedené v súťažn",Kladenie dlažby
         3537045,Cena,"Predmetom zákazky je výber dodávateľa stavebných prác pre projekt: Pozemné komunikácie - obec Jarovnice . Cieľom
projektu je prostredníctvom rekonštrukcie ciest, výstavby chodníkov, spevnených plôch a verejného osvetlenia
zabez",Stavebné práce
         3537046,Cena,Verejný obstarávateľ zriaďuje dynamický nákupný systém (ďalej len DNS) s cieľom vyhlasovať v ňom zákazky na nákup ochranných osobných pracovných pomôcok v súvislosti s existujúcou pandemickou situáciou na zabezpečenie preve,Zdravotnícky spotrebný materiál
         3537047,Cena,Chirurgický šijací materiál skupiny A,Chirurgické nite na zošívanie rán
         3537048,Cena,Chirurgický šijací materiál skupiny B,Chirurgické nite na zošívanie rán
         3537049,Cena,Chirurgický šijací materiál skupiny C,Materiál na chirurgické zošívanie
         3537050,Cena,Chirurgický šijací materiál skupiny D,Materiál na chirurgické zošívanie
         3537051,Cena,Chirurgický šijací materiál skupiny E,Materiál na chirurgické zošívanie
         3537052,Cena,Predmetom zákazky je revitalizácia Draškovičovho kaštieľa v Čachticiach. Užívateľom rekonštruovaných priestorov bude Trenčianske múzeum v Trenčíne. Postavenie kaštieľa sa spája s menom stavebnika Mikuláša Draškovicha a na z,Stavebné práce na objektoch historických pamiatok alebo pamätníkov
         3537053,Cena,Predmetom zákazky je výmena svietidiel v hlavnej a tréningovej ľadovej ploche a ich napojenie na elektrickú energiu vrátane spôsobu ovládania. Súčasťou prác bude aj výmena rozvádzačov. Podrobnejší opis predmetu zákazky je dostu,Elektroinštalačné práce
         3537054,Cena,"Predmetom zákazky je zhotovenie stavebných prác, ktorých výsledkom bude bytový dom na ulici M. R. Štefánika v obci Močenok. Stavba pozostáva z bytového domu so štyrmi nadzemnými podlažiami (16-timi bytovými jednotkami) bez podpivn",Stavebné práce na objektoch viacbytových budov
         3537055,Cena,"Verejný obstarávateľ zriaďuje dynamický nákupný systém (ďalej len DNS) s cieľom vyhlasovať v ňom zákazky na nákup
ochranných osobných pracovných pomôcok v súvislosti s existujúcou pandemickou situáciou na zabezpečenie prev",Zdravotnícky spotrebný materiál
         3537056,Cena,Stavebné práce na prestavbe objektu Technický dvor mesta Modra.,Stavebné práce na stavbe budov
         3537057,Cena,Dodávka dronov vrátane príslušenstva a súvisiacich služieb v súlade s opisom predmetu zákazky v zmysle prílohy č. 6 súťažných podkladov.,Bezpilotné lietadlá
         3537058,Cena,Dodanie výpočtovej techniky a príslušenstva vrátane súvisiacih služieb v súlade s opisom predmetu zákazky v zmysle prílohy č. 6 súťažných podkladov.,Stolový počítač
